2024-11-15T00:13:21.138428900,Banjarmasin,overcast clouds,27.08
2024-11-15T00:13:23.395215300,Banjarmasin,overcast clouds,27.08
2024-11-15T00:13:31.406939200,Banjarmasin,overcast clouds,27.08
2024-11-15T00:13:32.645638100,Banjarmasin,overcast clouds,27.08
2024-11-15T00:13:48.699035400,jakarta,haze,27.23
2024-11-15T00:13:53.207149200,jakarta,haze,27.23
